8	90.54	90.46	90.69	91.44	91.29	91.56	91.58	91.52	91.69
14	93.48	93.28	93.7	93.24	93.03	93.58	91.52	91.28	91.65
20	93.69	93.61	93.79	92.1	91.99	92.18	90.19	89.92	90.33
