8	87.42	87.25	87.72	88.62	88.58	88.68	88.87	88.4	89.22
14	89.89	89.46	90.17	90.77	90.51	91.13	89.51	89.36	89.67
20	90.6	90.42	90.7	89.52	89.01	89.93	86.27	85.75	86.89
