8	91.49	91.41	91.54	92.57	92.51	92.69	92.63	92.3	92.81
14	94.3	94.17	94.51	93.45	93.2	93.73	92.53	92.45	92.61
20	94.4	94.33	94.5	92.68	92.33	92.88	90.51	90.11	90.99
